PartNo,Barcode,Size,Diameter,Width,Description,Cap,Bore,Load,Finish,Offset,Backspace,Bolt Pattern1,Bolt Pattern2,Additional Info,Brand,Style,Discontinued,Special,Length,Width,Height,Gross Weight,CAD MSRP,Price,Qty AL,Qty CA,Qty IN,Qty TX,Qty NC,Qty ON,L Pic,XL Pic
181Z9681MF116NR,886821221691,19.5X6.75,19.5,6.75,8-6.5 MCH FRT,C181Z-1F,116.7,4300,Machined,102,8.14,8-6.5 (8-165.1),,Fits '99 to '10 GM/No Rivets,VIS-HD,181Z,No,No,0,0,0,0,457.81,320.47,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9681MF121,886821221233,19.5X6.75,19.5,6.75,8-6.5 MCH FRT,C181Z-1F,121.4,4300,Machined,102,8.14,8-6.5 (8-165.1),,Fits All Dodge,VIS-HD,181Z,No,No,21.5,21.5,13,42.9,457.81,320.47,0,6,2,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9681MF121NR,886821221707,19.5X6.75,19.5,6.75,8-6.5 MCH FRT,C181Z-1F,121.4,4300,Machined,102,8.14,8-6.5 (8-165.1),,Fits All Dodge/No Rivets,VIS-HD,181Z,No,No,0,0,0,0,457.81,320.47,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9681MF124,886821221240,19.5X6.75,19.5,6.75,8-6.5 MCH FRT,C181Z-1F,124.5,4300,Machined,102,8.14,8-6.5 (8-165.1),,,VIS-HD,181Z,No,No,0,0,0,0,457.81,320.47,16,19,18,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9681MF124NR,886821221714,19.5X6.75,19.5,6.75,8-6.5 MCH FRT,C181Z-1F,124.5,4300,Machined,102,8.14,8-6.5 (8-165.1),,No Rivets,VIS-HD,181Z,No,No,0,0,0,0,457.81,320.47,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9681MF125,886821221257,19.5X6.75,19.5,6.75,8-6.5 MCH FRT,C181Z-1F,125.2,4300,Machined,102,8.14,8-6.5 (8-165.1),,Fits '88 to '98 Ford,VIS-HD,181Z,No,No,0,0,0,0,457.81,320.47,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9681MF125NR,886821221721,19.5X6.75,19.5,6.75,8-6.5 MCH FRT,C181Z-1F,125.2,4300,Machined,102,8.14,8-6.5 (8-165.1),,Fits '88 to '98 Ford/No Rivets,VIS-HD,181Z,No,No,0,0,0,0,457.81,320.47,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9681MR116,886821221301,19.5X6.75,19.5,6.75,8-6.5 MCH REAR,C181Z-DP,116.7,4300,Machined,-143,-1.5,8-6.5 (8-165.1),,Fits '99 to '10 GM,VIS-HD,181Z,No,No,21.5,21.5,13,44,464.99,325.5,1,8,12,0,0,4,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9681MR116NR,886821221776,19.5X6.75,19.5,6.75,8-6.5 MCH REAR,C181Z-DP,116.7,4300,Machined,-143,-1.5,8-6.5 (8-165.1),,Fits '99 to '10 GM/No Rivets,VIS-HD,181Z,No,No,0,0,0,0,464.99,325.5,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9681MR121,886821221318,19.5X6.75,19.5,6.75,8-6.5 MCH REAR,C181Z-DP,121.4,4300,Machined,-143,-1.5,8-6.5 (8-165.1),,Fits Dodge Trucks/In 2019 Dodge added 8-200pcd for Rear,VIS-HD,181Z,No,No,21.5,21.5,13,43.8,464.99,325.5,0,14,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9681MR121NR,886821221783,19.5X6.75,19.5,6.75,8-6.5 MCH REAR,C181Z-DP,121.4,4300,Machined,-143,-1.5,8-6.5 (8-165.1),,Fits All Dodge/In 2019 Dodge added 8-200pcd for Rear/No Rivets,VIS-HD,181Z,No,No,0,0,0,0,464.99,325.5,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9681MR124,886821221325,19.5X6.75,19.5,6.75,8-6.5 MCH REAR,C181Z-DP,124.5,4300,Machined,-143,-1.5,8-6.5 (8-165.1),,,VIS-HD,181Z,No,No,0,0,0,0,464.99,325.5,16,20,18,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9681MR124NR,886821221790,19.5X6.75,19.5,6.75,8-6.5 MCH REAR,C181Z-DP,124.5,4300,Machined,-143,-1.5,8-6.5 (8-165.1),,No Rivets,VIS-HD,181Z,No,No,0,0,0,0,464.99,325.5,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9681MR125,886821221332,19.5X6.75,19.5,6.75,8-6.5 MCH REAR,C181Z-DP,125.2,4300,Machined,-143,-1.5,8-6.5 (8-165.1),,Fits '88 to '98 Ford,VIS-HD,181Z,No,No,0,0,0,0,464.99,325.5,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
181Z9681MR125NR,886821221806,19.5X6.75,19.5,6.75,8-6.5 MCH REAR,C181Z-DP,125.2,4300,Machined,-143,-1.5,8-6.5 (8-165.1),,Fits '88 to '98 Ford/No Rivets,VIS-HD,181Z,No,No,0,0,0,0,464.99,325.5,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/2_vision_181_heavy_hauler_dualie_chrome_rear_std_500_1907.png,https://images.iconfigurators.app/images/wheels/xlarge/2_vision_181_heavy_hauler_dualie_chrome_rear_std_1000_1626.jpg
18A4549GB38,886821233717,14X4.5,18,8,4-100 GB VIS HELLION,C473GB,73.1,1800,Gloss Black,38,4.75,4-100,,,VIS-VIS,18,No,No,0,0,0,0,136.57,95.6,68,178,182,40,0,0,,
18A6765GB38,886821233724,16X7,18,8,5-114.3 GM VIS HELLION,C473GB,73.1,1800,Gloss Black,38,5.5,5-4.5 (5-114.3),,,VIS-VIS,18,No,No,0,0,0,0,193.27,135.29,0,191,401,104,20,0,,
18A7765GB40,886821233731,17X7.5,18,8,5-114.3 GM VIS HELLION,C473GB,73.1,1800,Gloss Black,40,5.6,5-4.5 (5-114.3),,,VIS-VIS,18,No,No,0,0,0,0,230.91,161.64,60,168,99,55,0,0,,
18A8865GB40,886821233748,18X8,18,8,5-114.3 GM VIS HELLION,C473GB,73.1,1800,Gloss Black,40,6.1,5-4.5 (5-114.3),,,VIS-VIS,18,No,No,0,0,0,0,279.29,195.51,44,56,93,0,0,0,,
350-2936BZBL12,886821142088,20X9,20,9,6-135 BZBLVIS OJOS,C354SB-6V,87.1,2500,Bronze,12,5.5,6-135,,,VIS-VOR,350,No,No,23,23,11,41.9,436.28,305.39,4,72,7,0,8,0,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-350-wheel-8lug-bronze-black-lip-17x9-1000_1794.jpg,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-350-wheel-8lug-bronze-black-lip-17x9-1000_1794.jpg
350-2936SB12,886821150724,20X9,20,9,6-135 SB VIS OJOS,C354SB-6V,87.1,2500,Satin Black,12,5.5,6-135,,,VIS-VOR,350,No,No,22.25,22.25,11,40.8,425.51,297.85,0,55,24,0,8,4,https://images.iconfigurators.app/images/wheels/large/vision-ojos-350-wheel-5lug-satin-black-20x9-500_2066.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-350-wheel-5lug-satin-black-20x9-1000_1269.jpg
350-2936SGBL12,886821145935,20X9,20,9,6-135 SGBL VIS OJOS,C354SB-6V,87.1,2500,Satin Grey,12,5.5,6-135,,,VIS-VOR,350,No,No,22.25,22.25,11,41.5,436.28,305.39,8,48,8,0,8,4,https://images.iconfigurators.app/images/wheels/large/vision-ojos-350-wheel-5lug-satin-gray-satin-black-lip-17x9-500_8746.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-350-wheel-5lug-satin-gray-satin-black-lip-17x9-1000_4872.jpg
350-2950BZBL12,886821142798,20X9,20,9,5-150 BZBL VIS OJOS,C354SB-5V,110.2,2500,Bronze,12,5.5,5-150,,,VIS-VOR,350,No,No,23,23,11,41.4,436.28,305.39,7,72,20,0,8,1,https://images.iconfigurators.app/images/wheels/large/vision-ojos-350-wheel-8lug-bronze-black-lip-17x9-500_2723.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-350-wheel-8lug-bronze-black-lip-17x9-1000_1794.jpg
350-2950SB12,886821150731,20X9,20,9,5-150 SB VIS OJOS,C354SB-5V,110.2,2500,Satin Black,12,5.5,5-150,,,VIS-VOR,350,No,No,22.25,22.25,11,41.3,425.51,297.85,0,68,44,0,4,0,https://images.iconfigurators.app/images/wheels/large/vision-ojos-350-wheel-5lug-satin-black-20x9-500_2066.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-350-wheel-5lug-satin-black-20x9-1000_1269.jpg
350-2950SGBL12,886821146499,20X9,20,9,5-150 SGBL VIS OJOS,C354SB-5V,110.2,2500,Satin Grey,12,5.5,5-150,,,VIS-VOR,350,No,No,22.25,22.25,11,41.2,436.28,305.39,0,28,20,0,8,0,https://images.iconfigurators.app/images/wheels/large/vision-ojos-350-wheel-5lug-satin-gray-satin-black-lip-17x9-500_8746.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-350-wheel-5lug-satin-gray-satin-black-lip-17x9-1000_4872.jpg
350-2970BZBL-12,886821174065,20X9,20,9,8-170 BZBL VIS OJOS,C354SB-8LV,125.2,3650,Bronze,-12,4.5,8-170,,,VIS-VOR,350,No,No,22.25,22.25,11,44.4,443.46,310.42,8,72,4,0,4,0,https://images.iconfigurators.app/images/wheels/large/vision-ojos-350-wheel-8lug-bronze-black-lip-17x9-500_2723.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-350-wheel-8lug-bronze-black-lip-17x9-1000_1794.jpg
350-2970SB12,886821150809,20X9,20,9,8-170 SB VIS OJOS,C354SB-8LV,125.2,3650,Satin Black,12,5.5,8-170,,,VIS-VOR,350,No,No,22.25,22.25,11,42,432.69,302.88,4,32,16,0,4,0,https://images.iconfigurators.app/images/wheels/large/vision-ojos-wheel-8lug-satin-black-20x9-500_2631.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-wheel-8lug-satin-black-20x9-1000_3378.jpg
350-2970SB-12,886821150991,20X9,20,9,8-170 SB VIS OJOS,C354SB-8LV,125.2,3650,Satin Black,-12,4.5,8-170,,,VIS-VOR,350,No,No,22.25,22.25,11,44.2,432.69,302.88,3,23,8,0,4,8,https://images.iconfigurators.app/images/wheels/large/vision-ojos-wheel-8lug-satin-black-20x9-500_2631.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-wheel-8lug-satin-black-20x9-1000_3378.jpg
350-2970SGBL12,886821147519,20X9,20,9,8-170 SGBL VIS OJOS,C354SB-8LV,125.2,3650,Satin Grey,12,5.5,8-170,,,VIS-VOR,350,No,No,22.25,22.25,11,41.9,443.46,310.42,12,52,8,0,4,0,https://images.iconfigurators.app/images/wheels/large/vision-ojos-350-wheel-8lug-satin-gray-satin-black-lip-18x9-500_9665.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-350-wheel-8lug-satin-gray-satin-black-lip-18x9-1000_8721.jpg
350-2970SGBL-12,886821147588,20X9,20,9,8-170 SGBL VIS OJOS,C354SB-8LV,125.2,3650,Satin Grey,-12,4.5,8-170,,,VIS-VOR,350,No,No,22.25,22.25,11,44.4,443.46,310.42,4,60,8,0,4,0,https://images.iconfigurators.app/images/wheels/large/vision-ojos-350-wheel-8lug-satin-gray-satin-black-lip-18x9-500_9665.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-350-wheel-8lug-satin-gray-satin-black-lip-18x9-1000_8721.jpg
350-2973SB10,886821150748,20X9,20,9,5-5.0 SB VIS OJOS,C354SB-65V,78.1,2500,Satin Black,10,5.41,5-5 (5-127),,,VIS-VOR,350,No,No,23,23,11,42.3,425.51,297.85,7,40,30,0,5,5,https://images.iconfigurators.app/images/wheels/large/vision-ojos-350-wheel-5lug-satin-black-20x9-500_2066.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-350-wheel-5lug-satin-black-20x9-1000_1269.jpg
350-2973SGBL10,886821146505,20X9,20,9,5-5.0 SGBL VIS OJOS,C354SB-65V,78.1,2500,Satin Grey,10,5.41,5-5 (5-127),,,VIS-VOR,350,No,No,22.25,22.25,11,41.7,436.28,305.39,6,35,22,0,5,0,https://images.iconfigurators.app/images/wheels/large/vision-ojos-350-wheel-5lug-satin-gray-satin-black-lip-17x9-500_8746.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-350-wheel-5lug-satin-gray-satin-black-lip-17x9-1000_4872.jpg
350-2981BZBL12,886821174089,20X9,0,9,8-165.1 BZBLVIS OJOS,C354SB-8V,125.2,3650,Bronze,12,5.5,8-6.5 (8-165.1),,,VIS-VOR,350,No,No,22.25,22.25,11,41.4,443.46,310.42,24,52,20,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-ojos-350-wheel-8lug-bronze-black-lip-17x9-500_2723.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-350-wheel-8lug-bronze-black-lip-17x9-1000_1794.jpg
350-2981SB12,886821151004,20X9,20,9,8-165.1 SB VIS OJOS,C354SB-8V,125.2,3650,Satin Black,12,5.5,8-6.5 (8-165.1),,,VIS-VOR,350,No,No,22.25,22.25,11,41.2,432.69,302.88,8,20,16,0,8,4,https://images.iconfigurators.app/images/wheels/large/vision-ojos-wheel-8lug-satin-black-20x9-500_2631.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-wheel-8lug-satin-black-20x9-1000_3378.jpg
350-2981SGBL12,886821147649,20X9,20,9,8-165.1 SGBL VIS OJOS,C354SB-8V,125.2,3650,Satin Grey,12,5.5,8-6.5 (8-165.1),,,VIS-VOR,350,No,No,22.25,22.25,11,41.7,443.46,310.42,8,48,16,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-ojos-350-wheel-8lug-satin-gray-satin-black-lip-18x9-500_9665.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-350-wheel-8lug-satin-gray-satin-black-lip-18x9-1000_8721.jpg
350-2983BZBL12,886821143122,20X9,20,9,6-5.5 BZBL VIS OJOS,C354SB-6V,106.2,2500,Bronze,12,5.5,6-5.5 (6-139.7),,,VIS-VOR,350,No,No,22.5,22.5,11.5,41.7,436.28,305.39,8,71,36,0,4,0,https://images.iconfigurators.app/images/wheels/large/vision-ojos-350-wheel-8lug-bronze-black-lip-17x9-500_2723.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-350-wheel-8lug-bronze-black-lip-17x9-1000_1794.jpg
350-2983SB12,886821150755,20X9,20,9,6-5.5 SB VIS OJOS,C354SB-6V,106.2,2500,Satin Black,12,5.5,6-5.5 (6-139.7),,,VIS-VOR,350,No,No,22.25,22.25,11,42.5,425.51,297.85,8,15,27,0,8,8,https://images.iconfigurators.app/images/wheels/large/vision-ojos-350-wheel-5lug-satin-black-20x9-500_2066.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-350-wheel-5lug-satin-black-20x9-1000_1269.jpg
350-2983SGBL12,886821146512,20X9,20,9,6-5.5 SGBL VIS OJOS,C354SB-6V,106.2,2500,Satin Grey,12,5.5,6-5.5 (6-139.7),,,VIS-VOR,350,No,No,22.5,22.5,11.5,41.36,436.28,305.39,3,36,40,0,8,0,https://images.iconfigurators.app/images/wheels/large/vision-ojos-350-wheel-5lug-satin-gray-satin-black-lip-17x9-500_8746.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-350-wheel-5lug-satin-gray-satin-black-lip-17x9-1000_4872.jpg
350-2984SB0,886821150779,20X9,20,9,6-5.5 SB VIS OJOS,C354SB-6V,78.1,2500,Satin Black,0,5,6-5.5 (6-139.7),,,VIS-VOR,350,No,No,22.25,22.25,11,43,425.51,297.85,0,48,44,0,4,0,https://images.iconfigurators.app/images/wheels/large/vision-ojos-350-wheel-5lug-satin-black-20x9-500_2066.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-350-wheel-5lug-satin-black-20x9-1000_1269.jpg
350-2984SGBL0,886821146529,20X9,20,9,6-5.5 SGBL VIS OJOS,C354SB-6V,78.1,2500,Satin Grey,0,5,6-5.5 (6-139.7),,,VIS-VOR,350,No,No,23,23,11,42.9,436.28,305.39,0,48,40,0,0,1,https://images.iconfigurators.app/images/wheels/large/vision-ojos-350-wheel-5lug-satin-gray-satin-black-lip-17x9-500_8746.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-350-wheel-5lug-satin-gray-satin-black-lip-17x9-1000_4872.jpg
350-2985SB12,886821150786,20X9,20,9,5-5.5 SB VIS OJOS,C354SB-5V,108,2500,Satin Black,12,5.5,5-5.5 (5-139.7),,,VIS-VOR,350,No,No,22.25,22.25,11,41.3,425.51,297.85,0,16,32,0,0,4,https://images.iconfigurators.app/images/wheels/large/vision-ojos-350-wheel-5lug-satin-black-20x9-500_2066.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-350-wheel-5lug-satin-black-20x9-1000_1269.jpg
350-2985SB-12,886821150793,20X9,20,9,5-5.5 SB VIS OJOS,C354SB-5V,108,2500,Satin Black,-12,4.5,5-5.5 (5-139.7),,,VIS-VOR,350,No,No,22.25,22.25,11,43.3,425.51,297.85,0,3,0,0,0,4,https://images.iconfigurators.app/images/wheels/large/vision-ojos-350-wheel-5lug-satin-black-20x9-500_2066.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-350-wheel-5lug-satin-black-20x9-1000_1269.jpg
350-2985SGBL12,886821146994,20X9,20,9,5-5.5 SGBL VIS OJOS,C354SB-5V,108,2500,Satin Grey,12,5.5,5-5.5 (5-139.7),,,VIS-VOR,350,No,No,22.25,22.25,11,41.1,436.28,305.39,12,20,24,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-ojos-350-wheel-5lug-satin-gray-satin-black-lip-17x9-500_8746.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-350-wheel-5lug-satin-gray-satin-black-lip-17x9-1000_4872.jpg
350-2985SGBL-12,886821147007,20X9,20,9,5-5.5 SGBL VIS OJOS,C354SB-5V,108,2500,Satin Grey,-12,4.5,5-5.5 (5-139.7),,,VIS-VOR,350,No,No,0,0,0,0,436.28,305.39,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-ojos-350-wheel-5lug-satin-gray-satin-black-lip-17x9-500_8746.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-350-wheel-5lug-satin-gray-satin-black-lip-17x9-1000_4872.jpg
350-2987BZBL12,886821143924,20X9,20,9,8-180 BZBL VIS OJOS,C354SB-8V,124.2,3650,Bronze,12,5.5,8-180,,,VIS-VOR,350,No,No,22.25,22.25,11,42.6,443.46,310.42,4,60,11,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-ojos-350-wheel-8lug-bronze-black-lip-17x9-500_2723.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-350-wheel-8lug-bronze-black-lip-17x9-1000_1794.jpg
350-2987SB12,886821151011,20X9,20,9,8-180 SB VIS OJOS,C354SB-8V,124.2,3650,Satin Black,12,5.5,8-180,,,VIS-VOR,350,No,No,22.25,22.25,11,41.6,432.69,302.88,11,20,12,0,4,0,https://images.iconfigurators.app/images/wheels/large/vision-ojos-wheel-8lug-satin-black-20x9-500_2631.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-wheel-8lug-satin-black-20x9-1000_3378.jpg
350-2987SGBL12,886821148004,20X9,20,9,8-180 SGBL VIS OJOS,C354SB-8V,124.2,3650,Satin Grey,12,5.5,8-180,,,VIS-VOR,350,No,No,22.25,22.25,11,42.8,443.46,310.42,12,56,0,0,4,0,https://images.iconfigurators.app/images/wheels/large/vision-ojos-350-wheel-8lug-satin-gray-satin-black-lip-18x9-500_9665.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-350-wheel-8lug-satin-gray-satin-black-lip-18x9-1000_8721.jpg
350-7936BZBL12,886821137053,17X9,17,9,6-135 BZBL VIS OJOS,C354SB-6V,87.1,2500,Bronze,12,5.5,6-135,,,VIS-VOR,350,No,No,19,19,11,33.2,325.96,228.17,0,60,8,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-ojos-350-wheel-8lug-bronze-black-lip-17x9-500_2723.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-350-wheel-8lug-bronze-black-lip-17x9-1000_1794.jpg
350-7936SB12,886821148011,17X9,17,9,6-135 SB VIS OJOS,C354SB-6V,87.1,2500,Satin Black,12,5.5,6-135,,,VIS-VOR,350,No,No,19,19,11,33.3,315.19,220.63,4,44,18,0,0,4,https://images.iconfigurators.app/images/wheels/large/vision-ojos-350-wheel-5lug-satin-black-20x9-500_2066.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-350-wheel-5lug-satin-black-20x9-1000_1269.jpg
350-7936SGBL12,886821143948,17X9,17,9,6-135 SGBL VIS OJOS,C354SB-6V,87.1,2500,Satin Grey,12,5.5,6-135,,,VIS-VOR,350,No,No,0,0,0,0,325.96,228.17,0,64,2,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-ojos-350-wheel-5lug-satin-gray-satin-black-lip-17x9-500_8746.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-350-wheel-5lug-satin-gray-satin-black-lip-17x9-1000_4872.jpg
350-7950BZBL12,886821137077,17X9,17,9,5-150 BZBL VIS OJOS,C354SB-5V,110.2,2500,Bronze,12,5.5,5-150,,,VIS-VOR,350,No,No,20,20,11,31.7,325.96,228.17,4,64,19,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-ojos-350-wheel-8lug-bronze-black-lip-17x9-500_2723.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-350-wheel-8lug-bronze-black-lip-17x9-1000_1794.jpg
350-7950SB12,886821148028,17X9,17,9,5-150 SB VIS OJOS,C354SB-5V,110.2,2500,Satin Black,12,5.5,5-150,,,VIS-VOR,350,No,No,20,20,11,31.7,315.19,220.63,0,47,1,0,2,0,https://images.iconfigurators.app/images/wheels/large/vision-ojos-350-wheel-5lug-satin-black-20x9-500_2066.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-350-wheel-5lug-satin-black-20x9-1000_1269.jpg
350-7950SGBL12,886821143955,17X9,17,9,5-150 SGBL VIS OJOS,C354SB-5V,110.2,2500,Satin Grey,12,5.5,5-150,,,VIS-VOR,350,No,No,19,19,11,31.6,325.96,228.17,0,55,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-ojos-350-wheel-5lug-satin-gray-satin-black-lip-17x9-500_8746.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-350-wheel-5lug-satin-gray-satin-black-lip-17x9-1000_4872.jpg
350-7965SB12,886821148035,17X9,17,9,5-4.5 SB VIS OJOS,C354SB-65V,83,2500,Satin Black,12,5.5,5-4.5 (5-114.3),,,VIS-VOR,350,No,No,19,19,11,31.9,315.19,220.63,0,43,7,0,4,0,https://images.iconfigurators.app/images/wheels/large/vision-ojos-350-wheel-5lug-satin-black-20x9-500_2066.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-350-wheel-5lug-satin-black-20x9-1000_1269.jpg
350-7965SGBL12,886821144068,17X9,17,9,5-4.5 SGBL VIS OJOS,C354SB-65V,83,2500,Satin Grey,12,5.5,5-4.5 (5-114.3),,,VIS-VOR,350,No,No,19,19,11,31.8,325.96,228.17,0,3,3,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-ojos-350-wheel-5lug-satin-gray-satin-black-lip-17x9-500_8746.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-350-wheel-5lug-satin-gray-satin-black-lip-17x9-1000_4872.jpg
350-7970BZBL12,886821140459,17X9,17,9,8-170 BZBL VIS OJOS,C354SB-8LV,125.2,3650,Bronze,12,5.5,8-170,,,VIS-VOR,350,No,No,19,19,11,33.3,333.14,233.2,0,40,12,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-ojos-350-wheel-8lug-bronze-black-lip-17x9-500_2723.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-350-wheel-8lug-bronze-black-lip-17x9-1000_1794.jpg
350-7970SB12,886821150151,17X9,17,9,8-170 SB VIS OJOS,C354SB-8LV,125.2,3650,Satin Black,12,5.5,8-170,,,VIS-VOR,350,No,No,19,19,11,33,322.37,225.66,0,54,16,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-ojos-wheel-8lug-satin-black-20x9-500_2631.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-ojos-wheel-8lug-satin-black-20x9-1000_3378.jpg
